NCBI Gene ID	ZFIN ID	PValue	logFC
100003524	ZDB-GENE-130221-1	0.752848355	0.196454369
100003530		0.955062305	-0.02546507
100003534		0.388815789	-0.475239163
100003537	ZDB-GENE-071116-6	0.785032454	0.172062775
100003539		0.252280615	-1.010517927
100003543		0.564986839	0.316600445
100003546	ZDB-GENE-070222-1	0.00218114	-0.617355131
100003547	ZDB-GENE-070912-314	0.025561348	1.33364708
100003553	ZDB-GENE-080213-3	0.674545572	0.13682024
100003558	ZDB-GENE-080219-41	0.62352914	0.116060893
100003562	ZDB-GENE-030131-6304	0.525068944	-0.201258149
100003563	ZDB-GENE-050522-207	0.95420674	0.017126799
100003564	ZDB-GENE-070912-182	0.000957341	0.630008772
100003572	ZDB-GENE-030520-2	0.808210529	0.074728438
100003583	ZDB-GENE-061207-6	0.844374531	-0.076244807
100003587	ZDB-GENE-090313-139	0.858681544	-0.03876276
100003592	ZDB-GENE-131003-2	0.005736314	-0.256433636
100003594	ZDB-GENE-140106-172	0.006704839	1.199955752
100003595	ZDB-GENE-030131-8256	0.164127637	-0.52644505
100003596	ZDB-GENE-121214-209	0.38057607	-0.184683261
100003611		0.633041547	0.166499148
100003615	ZDB-GENE-081104-139	0.046418824	0.407595396
100003642	ZDB-GENE-050419-100	4.19e-05	1.848374319
100003644	ZDB-GENE-030131-3430	0.761775594	-0.07634027
100003646		1.0	0.611308478
100003659	ZDB-GENE-110107-1	0.0741587	0.295921168
100003661	ZDB-GENE-100716-5	0.354377209	-0.363791648
100003662	ZDB-GENE-081105-163	0.801727532	0.135453071
100003663	ZDB-GENE-081105-97	0.000495003	0.695354182
100003669		0.044582932	-0.767969458
100003670	ZDB-GENE-040912-88	0.08892492	0.512976011
100003674	ZDB-GENE-030131-8387	0.980055033	0.018524272
100003675	ZDB-GENE-030131-4089	0.552063737	0.175773355
100003678	ZDB-GENE-131127-232	0.287860367	-0.432511676
100003679	ZDB-GENE-080508-1	0.16773003	-0.227964174
100003680	ZDB-GENE-140106-164	1.87e-05	-0.488218327
100003690	ZDB-GENE-080219-38	0.376573918	0.332269139
100003691	ZDB-GENE-030131-4065	0.233540284	0.40584617
100003699	ZDB-GENE-170607-1	0.311782075	0.266798182
100003708	ZDB-GENE-030131-2302	0.933998331	0.021461027
100003714	ZDB-GENE-131127-426	0.263152736	0.276938506
100003720	ZDB-GENE-160728-95	0.323794041	1.097201527
100003721	ZDB-GENE-041111-225	0.487097275	0.135749811
100003733	ZDB-GENE-031118-80	0.021925743	-0.383009651
100003734	ZDB-GENE-050208-273	0.546618388	0.088021105
100003741		0.907250005	-0.039103816
100003744		0.780901978	0.05487938
100003745	ZDB-GENE-090319-2	2.7e-06	1.249183182
100003752	ZDB-GENE-070912-343	0.756479503	-0.068492154
100003760		0.978458599	-0.025271615
100003763		0.159779653	-0.32856529
100003770	ZDB-GENE-050309-74	0.304592553	0.148486072
100003782	ZDB-GENE-050327-99	0.093260489	0.61241271
100003785	ZDB-GENE-131118-12	0.192734468	-0.294109944
100003787	ZDB-GENE-030131-533	0.869163527	0.071514758
100003790	ZDB-GENE-030131-7510	0.014723102	0.912286347
100003793	ZDB-GENE-060216-2	0.636803641	0.131508031
100003801	ZDB-GENE-081107-51	0.5869663	0.114209989
100003805	ZDB-GENE-131127-371	0.003416237	-0.979560132
100003819	ZDB-GENE-080204-48	0.747842045	0.427615851
100003830	ZDB-GENE-140131-1	0.000130641	-0.905832446
100003844	ZDB-GENE-030131-1024	0.277651578	0.13612358
100003846	ZDB-GENE-040426-1581	0.8132436	-0.121858969
100003848	ZDB-GENE-060130-250	0.997670336	-0.002580556
100003849	ZDB-GENE-060526-53	0.389315675	0.227820271
100003850	ZDB-GENE-040808-28	0.202320856	-0.539565804
100003852	ZDB-GENE-040924-8	0.337045792	-0.906608201
100003863	ZDB-GENE-081003-3	0.989977785	0.007441258
100003865	ZDB-GENE-090602-3	1.0	0.433410734
100003866	ZDB-GENE-060503-194	0.209387263	0.160895832
100003877	ZDB-GENE-090821-1	0.000428616	-0.707190104
100003889	ZDB-GENE-070912-553	0.808627151	-0.18595801
100003895	ZDB-GENE-040426-2690	0.031272595	0.390203778
100003900		0.123373197	1.102375062
100003902	ZDB-GENE-141219-36	0.207395256	-0.30129874
100003903	ZDB-GENE-090312-116	0.94584785	0.065680821
100003906	ZDB-GENE-050626-133	0.001377104	-0.540682921
100003911	ZDB-GENE-140708-2	0.842966696	0.276780053
100003913	ZDB-GENE-080303-1	0.142373773	-0.382527711
100003922	ZDB-GENE-121004-2	0.000265591	-0.584400167
100003928	ZDB-GENE-090312-157	0.543313611	0.289949444
100003935	ZDB-GENE-070912-56	1.0	1.707559528
100003937	ZDB-GENE-070705-471	0.836809132	-0.075451173
100003938	ZDB-GENE-060526-175	0.013692205	0.572864156
100003947	ZDB-GENE-081031-91	0.690923751	-0.348599615
100003955	ZDB-GENE-030131-9565	0.226092638	-0.280623614
100003956	ZDB-GENE-010426-2	0.462939226	0.206960056
100003958	ZDB-GENE-111102-3	0.029700433	0.320169489
100003959	ZDB-GENE-030131-9827	0.909347097	-0.036759301
100003969	ZDB-GENE-030131-6292	0.974963401	-0.045844434
100003975	ZDB-GENE-050506-105	0.545089774	0.127682969
100003989	ZDB-GENE-090312-137	0.000232774	1.305865816
100003994	ZDB-GENE-030131-4512	0.407678133	-0.13847835
100003999	ZDB-GENE-131121-365	0.712554802	-0.321753761
100004011	ZDB-GENE-081205-1	0.889270679	0.211370423
100004012	ZDB-GENE-041014-158	0.137458953	-0.398932316
100004014	ZDB-GENE-041010-198	0.949008025	0.042957263
100004024	ZDB-GENE-070627-13	0.032325258	-0.384196176
100004030	ZDB-GENE-050309-124	0.205224385	-0.65771644
100004031		0.644889463	0.174631479
100004063	ZDB-GENE-120626-1	0.010095134	0.915782525
100004068	ZDB-GENE-130723-1	0.204958368	-1.101668621
100004076	ZDB-GENE-081104-505	0.025792889	-0.857006622
100004079		0.085730441	0.512582043
100004081	ZDB-GENE-081022-71	0.754251368	-0.258389308
100004091		0.99942684	-0.00032046
100004095		0.719855881	0.533494453
100004116	ZDB-GENE-990714-11	0.600708164	-0.515940756
100004118		0.329421801	0.218648719
100004124	ZDB-GENE-091204-457	0.702869712	0.100719227
100004136	ZDB-GENE-130424-2	0.922512023	-0.024644309
100004137		0.361425247	-0.751866438
100004144	ZDB-GENE-030131-1296	0.000204049	0.4201599
100004155	ZDB-GENE-030521-6	0.026350368	-0.432448402
100004160		0.000171072	3.707447905
100004161	ZDB-GENE-060601-2	0.00104103	-1.091161511
100004171	ZDB-GENE-160113-88	0.727332157	-0.691200489
100004173	ZDB-GENE-070410-29	0.79672914	-0.068609514
100004175	ZDB-GENE-131127-286	0.698941426	0.164678983
100004177	ZDB-GENE-070410-102	0.481113128	-0.181130598
100004180		0.942575632	-0.027040866
100004181	ZDB-GENE-050208-236	0.005149884	-0.401984157
100004186		0.268460231	0.743251039
100004199		0.068508105	-1.664652407
100004222	ZDB-GENE-070410-42	0.749932709	0.188217734
100004225		0.994847156	0.003585922
100004228	ZDB-GENE-081104-49	0.871952157	0.045695149
100004231	ZDB-GENE-030131-6721	0.288241322	-0.422380854
100004247		0.534910935	0.39771174
100004252	ZDB-GENE-070502-1	0.947409623	-0.029549966
100004261	ZDB-GENE-120215-80	0.210954279	-0.273733892
100004265		9.96e-05	-0.53800915
100004270	ZDB-GENE-081104-368	0.809192375	-0.064887661
100004272	ZDB-GENE-091204-9	0.111823804	-0.75463506
100004296	ZDB-GENE-081028-48	0.065219329	-0.710459816
100004299	ZDB-GENE-120516-2	0.46852749	0.100451157
100004307		0.221720095	0.458248268
100004316	ZDB-GENE-030131-7281	0.987980428	0.005220459
100004321		0.243510101	0.75257266
100004330	ZDB-GENE-080414-2	0.222880737	-0.48256965
100004331	ZDB-GENE-070410-5	0.994139433	0.004367723
100004342		0.000200048	1.591134861
100004357	ZDB-GENE-120215-76	0.032632968	-0.832912784
100004373		0.374896775	0.40135954
100004382	ZDB-GENE-030131-7019	0.206276667	-0.184389085
100004384	ZDB-GENE-070912-309	0.926669298	-0.071010746
100004395	ZDB-GENE-070620-17	0.0373902	3.606614108
100004398	ZDB-GENE-030131-9498	0.49487401	-0.19778738
100004401		0.340980685	0.318061434
100004402	ZDB-GENE-040426-2787	0.0655778	0.502641309
100004411		0.213940128	-0.692283427
100004419	ZDB-GENE-091231-1	0.257145369	0.463790131
100004427		0.173414756	-1.290772164
100004428	ZDB-GENE-110714-1	0.000213578	-0.414163034
100004431		0.000614529	1.689309566
100004437	ZDB-GENE-030131-6975	0.628351607	0.052400164
100004439	ZDB-GENE-050624-2	0.058843454	0.970011721
100004440	ZDB-GENE-070912-310	0.705510658	0.299428182
100004455	ZDB-GENE-061218-3	0.916848174	-0.062171256
100004456	ZDB-GENE-050522-42	0.752848355	0.123185039
100004458	ZDB-GENE-150311-2	0.68168244	0.1802268
100004460	ZDB-GENE-090608-1	0.944750997	-0.025646937
100004462	ZDB-GENE-081114-2	0.50881463	-0.295973791
100004469	ZDB-GENE-080303-21	0.193443235	0.569834026
100004499		0.106209354	-1.127348185
100004503	ZDB-GENE-050417-327	0.931429239	-0.041586998
100004513	ZDB-GENE-030131-2092	0.068284847	-1.280746262
100004517	ZDB-GENE-060929-644	0.641990576	0.107576902
100004523		0.186638983	0.621536609
100004528		0.042995726	0.572179937
100004536	ZDB-GENE-080716-17	0.178245236	-0.316916521
100004555	ZDB-GENE-071115-4	0.411323369	-0.394361151
100004557	ZDB-GENE-081104-366	0.558051658	0.236540633
100004563	ZDB-GENE-100922-242	0.754372166	-0.457348407
100004566	ZDB-GENE-090312-136	0.396906766	-0.116071081
100004576	ZDB-GENE-130103-9	0.000321828	1.474678463
100004582		2.62e-07	2.228664501
100004589	ZDB-GENE-050208-346	0.975441825	0.031759983
100004590	ZDB-GENE-131127-353	0.618479102	0.167371893
100004597	ZDB-GENE-030131-5895	0.010865908	-0.589917502
100004603	ZDB-GENE-070912-263	0.220645726	0.503193206
100004607	ZDB-GENE-100921-47	0.385500473	-0.50206595
100004610	ZDB-GENE-041010-88	0.745647896	-0.15265333
100004611	ZDB-GENE-030131-2956	0.425990126	0.218045327
100004613	ZDB-GENE-070912-622	0.73999003	-0.138761131
100004617	ZDB-GENE-080204-107	0.560524997	0.171462298
100004621	ZDB-GENE-130530-962	0.145377361	0.20609657
100004625	ZDB-GENE-070302-5	0.277816609	-0.69415063
100004647	ZDB-GENE-060526-273	0.000319821	0.87402163
100004652	ZDB-GENE-131127-633	0.221378688	-0.38579386
100004656	ZDB-GENE-070410-19	0.699715418	0.429586821
100004663	ZDB-GENE-090313-209	0.506901174	0.450812985
100004668	ZDB-GENE-070501-9	2.26e-05	0.924717773
100004673	ZDB-GENE-081022-119	0.283495828	0.779015588
100004674	ZDB-GENE-121214-234	0.159539704	0.529717595
100004683	ZDB-GENE-050419-194	0.702524549	0.091461943
100004688	ZDB-GENE-100119-1	0.571924736	0.261978555
100004700	ZDB-GENE-060825-1	0.680927598	0.190437525
100004703		0.335870037	-0.193730639
100004718	ZDB-GENE-030131-6682	0.379408975	0.285673336
100004727	ZDB-GENE-030131-2924	0.238209961	-0.123773967
100004729	ZDB-GENE-121214-164	0.987522133	-0.020954597
100004736		0.669903058	-0.44931161
100004739	ZDB-GENE-071016-1	0.975776463	0.041661406
100004742	ZDB-GENE-090410-7	0.909850368	0.131810677
100004744		0.194544956	-0.25932036
100004770	ZDB-GENE-071004-17	0.003154482	-0.509633713
100004793	ZDB-GENE-090915-5	0.24217595	0.284374741
100004801	ZDB-GENE-070912-584	0.010821986	0.540168131
100004809	ZDB-GENE-140227-3	0.070502287	0.565195157
100004847	ZDB-GENE-110411-42	0.930853973	-0.067748681
100004848		1.0	0.678878784
100004850	ZDB-GENE-100812-4	0.17757037	0.330576016
100004870	ZDB-GENE-040426-1160	0.090201938	-0.225504642
100004874	ZDB-GENE-130109-1	0.578838172	0.276882791
100004895	ZDB-GENE-100721-3	0.464319535	0.705983355
100004902		0.469232358	-0.684982049
100004911	ZDB-LINCRNAG-110420-4	0.835122879	0.167546518
100004913	ZDB-GENE-040927-27	0.388815789	0.241696942
100004922	ZDB-GENE-091204-359	0.900608619	-0.03156148
100004929	ZDB-GENE-070912-124	1.09e-06	1.697511366
100004931	ZDB-GENE-081022-1	0.051967499	0.502927434
100004938	ZDB-GENE-041210-292	1.0	-0.477747468
100004941	ZDB-GENE-091204-188	0.222880737	0.196271552
100004942	ZDB-GENE-070705-312	0.996581607	0.005201892
100004944		0.290550043	0.644818411
100004946	ZDB-GENE-090302-3	0.950789669	-0.014933582
100004948	ZDB-GENE-141216-14	0.506614162	0.619363174
100004951		0.047153669	-2.869903479
100004956	ZDB-GENE-070615-29	0.187132947	0.453498351
100004969	ZDB-GENE-030131-8941	0.174398482	-0.34393514
100004977	ZDB-GENE-040704-20	0.001966575	1.064347786
100004978		0.502099272	0.487696776
100004990	ZDB-GENE-060503-388	0.246377575	0.357220028
100005000	ZDB-GENE-120215-84	8.3e-06	1.887925116
100005008		0.125465872	0.435777462
100005014	ZDB-GENE-030131-6506	0.708512443	0.102675366
100005019	ZDB-GENE-050302-29	0.001879545	-0.387810957
100005026	ZDB-GENE-100408-4	0.024671348	0.443361396
100005028	ZDB-GENE-060503-724	1.0	2.202254595
100005030	ZDB-GENE-120214-31	0.715768239	0.200714115
100005033	ZDB-GENE-110408-21	0.013113101	0.59334066
100005036	ZDB-GENE-070928-22	0.873639497	0.060592904
100005049	ZDB-GENE-071004-7	0.050472423	0.947293189
100005054		0.94843079	0.050202606
100005064	ZDB-GENE-041008-211	0.014552242	0.785542105
100005065	ZDB-GENE-050417-148	0.560780263	-0.601827467
100005067	ZDB-GENE-040625-14	0.835948094	0.117176862
100005069	ZDB-GENE-110316-2	0.872534678	-0.049695363
100005075	ZDB-GENE-030131-8191	0.879986366	-0.023648825
100005083	ZDB-GENE-070822-9	0.002556779	0.841146998
100005086	ZDB-GENE-090312-164	0.266118423	1.382769184
100005101	ZDB-GENE-141212-96	0.738750089	-0.135587616
100005105		0.001587545	-0.746728027
100005106	ZDB-GENE-091014-2	0.171174498	0.318205709
100005108		0.473477263	-0.225156006
100005110	ZDB-GENE-081105-160	0.585575351	-0.596427642
100005114	ZDB-GENE-081104-32	0.042185617	-0.509572197
100005116	ZDB-GENE-091118-20	0.212184633	0.21125645
100005118	ZDB-GENE-120612-2	0.70612453	0.071303568
100005128	ZDB-GENE-131120-8	0.001092265	0.681369891
100005130	ZDB-GENE-081107-70	0.746427436	0.293971302
100005148		0.461821793	-0.309604341
100005174	ZDB-GENE-101026-2	0.911040819	0.019919864
100005176	ZDB-GENE-081107-71	0.15547157	2.112399616
100005187	ZDB-GENE-030131-7935	0.714402242	0.089355837
100005189	ZDB-GENE-980526-529	0.277516784	-0.160497384
100005195	ZDB-GENE-060526-150	0.067249047	0.221621386
100005205	ZDB-GENE-131127-257	0.028014209	0.822824852
100005208	ZDB-GENE-050506-146	0.190345994	-0.234417779
100005214		0.120182531	-0.283681337
100005227	ZDB-GENE-060503-275	0.147090193	-1.221065343
100005257	ZDB-GENE-050208-595	0.291584854	-0.248934327
100005261	ZDB-GENE-031204-3	0.225734761	-0.282318796
100005267	ZDB-GENE-030616-560	0.035746063	-0.346457435
100005268	ZDB-GENE-090312-68	0.000196376	1.295746163
100005273	ZDB-GENE-030131-8778	0.572826285	0.150336679
100005291	ZDB-GENE-060531-56	0.91365402	-0.018646295
100005295	ZDB-GENE-060811-1	0.781235998	-0.219339933
100005297	ZDB-GENE-100426-1	0.004581611	0.675441682
100005300	ZDB-GENE-110714-2	0.674740747	-0.157182472
100005301	ZDB-GENE-080229-3	0.959581239	0.033570072
100005308	ZDB-GENE-131127-169	0.668059181	-0.551157274
100005325	ZDB-GENE-090408-1	0.765583623	-0.069929647
100005326		0.564709239	0.360750358
100005341	ZDB-GENE-080204-101	0.064207955	1.403856494
100005359		0.355142823	0.607819416
100005368		0.438971128	0.659186541
100005372	ZDB-GENE-060306-1	0.00227027	-0.591591739
100005373	ZDB-GENE-030131-4022	0.017722644	-0.333920729
100005375	ZDB-GENE-060531-15	0.441398128	0.692257904
100005387	ZDB-GENE-030131-2469	0.011090383	-0.623101088
100005391	ZDB-GENE-081105-150	0.803439203	0.079183272
100005402	ZDB-GENE-131121-459	0.641494423	-0.243410535
100005403	ZDB-GENE-081022-99	0.262970755	-0.256254477
100005420		0.822600608	-0.077698591
100005446		0.158259975	0.624534705
100005449	ZDB-GENE-070705-182	0.901375894	0.020631448
100005455	ZDB-GENE-111107-1	0.805296124	0.110322962
100005459	ZDB-GENE-121226-2	0.709373283	-0.370556163
100005466	ZDB-GENE-030131-2206	0.692005312	-0.104773707
100005469	ZDB-GENE-000426-1	0.023443886	-0.30578056
100005471	ZDB-GENE-030131-9587	0.710703434	0.233174258
100005476	ZDB-GENE-131121-272	0.085174736	0.434292453
100005482	ZDB-GENE-060503-619	0.150395028	0.261011397
100005485	ZDB-GENE-131121-384	0.20334903	-0.347535605
100005496	ZDB-GENE-030131-8638	0.079055767	0.399021117
100005501	ZDB-GENE-070912-664	0.046219883	0.669783904
100005514	ZDB-GENE-040426-1378	0.028743243	-0.39480385
100005516		0.339561253	-0.535225332
100005518	ZDB-GENE-071022-4	0.183923658	0.347733589
100005520	ZDB-GENE-110408-66	0.763872097	0.203506607
100005529	ZDB-GENE-050208-510	0.213269449	-0.550784951
100005536	ZDB-GENE-211110-1	0.626357101	-0.076388625
100005538	ZDB-GENE-090311-43	0.802945926	-0.098507806
100005540		0.033132417	2.494495574
100005543	ZDB-GENE-070720-14	0.053864315	0.481995115
100005551	ZDB-GENE-030131-6186	0.761277258	-0.071545563
100005564	ZDB-GENE-030131-7476	0.943674585	0.072300281
100005566	ZDB-GENE-060531-67	0.317103437	-0.359963279
100005567	ZDB-GENE-110815-2	0.967894391	-0.011858391
100005568	ZDB-GENE-080305-2	0.083719502	1.101513052
100005569	ZDB-GENE-081022-153	0.354377209	0.240164591
100005584		0.228640408	-0.322713476
100005587	ZDB-GENE-030131-1257	0.346214775	-0.268768927
100005589	ZDB-GENE-090313-273	0.074819576	-0.525663227
100005593	ZDB-GENE-070808-1	0.257705875	0.433022637
100005596	ZDB-GENE-141210-2	0.200579097	0.169844809
100005603	ZDB-GENE-070705-484	0.13481177	0.253981661
100005620	ZDB-GENE-110603-1	0.333059309	-0.437134548
100005623	ZDB-GENE-070424-21	0.481315465	0.144621842
100005625		1.0	-3.266364628
100005640		0.651325348	0.505959555
100005645	ZDB-GENE-070705-105	0.984560572	0.01851633
100005670	ZDB-GENE-100226-1	0.147463146	-0.29945863
100005675	ZDB-GENE-051202-2	0.256033752	-0.158574022
100005680	ZDB-GENE-080204-105	0.341511948	0.347817932
100005699	ZDB-GENE-130613-3	0.948962275	-0.108757284
100005700	ZDB-GENE-060531-4	0.660756238	0.122234331
100005704		0.460485854	0.501628559
100005714	ZDB-GENE-070912-627	0.026273285	-0.411614293
100005716	ZDB-GENE-071009-1	0.270428035	0.386915216
100005717	ZDB-GENE-030131-6719	0.77290598	0.085636371
100005727	ZDB-GENE-030131-5253	0.257836017	0.471233052
100005728		0.220969968	0.672585868
100005729	ZDB-GENE-120215-160	0.864471783	-0.178657176
100005732	ZDB-GENE-131205-1	0.241574335	0.157355037
100005742	ZDB-GENE-110411-9	0.885708965	0.07087223
100005752	ZDB-GENE-050208-72	0.37668165	-0.15166204
100005753	ZDB-GENE-030131-4524	0.625176878	-0.104995896
100005754	ZDB-GENE-070912-111	0.756180144	-0.351303269
100005761	ZDB-GENE-040724-44	0.185781182	-0.157246585
100005763	ZDB-GENE-030131-7158	0.269927945	-0.318395496
100005765	ZDB-GENE-080204-37	0.689105745	0.181709482
100005797	ZDB-GENE-081105-92	0.557889053	0.152744266
100005813	ZDB-GENE-080522-2	0.001610667	-0.661618642
100005826		0.18668379	-0.845545701
100005838	ZDB-GENE-161017-36	0.775986082	-0.125918744
100005846	ZDB-GENE-131121-78	0.201307268	-0.249726234
100005849	ZDB-GENE-031002-10	0.140830448	0.348784494
100005854	ZDB-GENE-081022-84	0.416773507	0.46144557
100005864		0.565810239	-0.502412904
100005882	ZDB-GENE-081104-337	0.39106428	0.47871046
100005885	ZDB-GENE-041010-194	0.91253146	-0.164303609
100005886	ZDB-GENE-060503-150	0.186201839	0.316834068
100005887	ZDB-GENE-020419-33	0.018328553	-0.285898012
100005893	ZDB-GENE-041216-1	0.41823233	0.348206979
100005903	ZDB-GENE-030131-9667	0.939474259	0.041898318
100005907		0.726235027	-0.247268038
100005908		1.0	-0.774928804
100005923		0.994462198	-0.003775111
100005924		0.131151066	1.19717055
100005927		0.044314246	-0.780667348
100005937	ZDB-GENE-130625-1	0.962210443	0.020068487
100005939	ZDB-GENE-040718-180	0.901894212	-0.056258802
100005948		0.341599346	-0.72033976
100005952	ZDB-GENE-050522-198	0.096562521	0.279404453
100005953	ZDB-GENE-060503-662	0.699715418	-0.062018066
100005958	ZDB-GENE-070705-201	0.178672212	0.294547071
100005961	ZDB-GENE-120709-25	0.171286485	-0.406823446
100005963	ZDB-GENE-131126-34	0.248524744	0.166431846
100005965		0.406859313	-0.208473714
100005974		0.553722367	0.327783211
100005981	ZDB-GENE-120406-9	0.01992316	-0.466561678
100005990		0.775423145	-0.040476925
100005996	ZDB-GENE-080215-4	0.006628618	0.289461121
100006005	ZDB-GENE-030925-15	0.786520799	-0.067699246
100006019	ZDB-GENE-070705-202	0.082328626	-0.444293488
100006023		0.026186895	1.394916561
100006037	ZDB-GENE-030425-5	0.520540244	-0.152133129
100006039	ZDB-GENE-041111-214	0.023367548	-0.355990444
100006041	ZDB-GENE-040322-2	0.460766986	-0.149377704
100006043	ZDB-GENE-090312-167	0.535498015	0.225119199
100006044	ZDB-GENE-120426-3	0.024860864	-1.257876232
100006053	ZDB-GENE-061207-67	0.769164774	0.340716743
100006062	ZDB-GENE-131127-646	0.002978854	0.768302287
100006084	ZDB-GENE-070705-207	0.229186279	-0.356665756
100006087	ZDB-GENE-041008-237	0.00804693	-0.389740851
100006088	ZDB-GENE-041210-8	0.051323679	0.254503709
100006090	ZDB-GENE-050517-1	0.479235329	-0.090646381
100006122		0.174961849	1.092032676
100006144	ZDB-GENE-070912-463	0.963289858	-0.052666096
100006147	ZDB-GENE-091113-45	0.981373824	-0.017657545
